Cumulative Stat Rank,Price ,Cumulative,Visual Rarity URL,Kong ID,Shooting,Finish,Defense,Vision,Background,Fur,Clothes,Mouth,Head,Head Accessory,Eyes,Jewellery,Owner Address,Number of Sales,Last Sale Date,Last Sale Price,Last List Date,Current Price
7293, ,178,https://rarity.tools/rumble-kong-league/view/117,117,35,72,40,31,Dark Blue,Red,Green Kimono,Scream,,,Regular,,0x96236adb640ec620a85898378375cedf03ca21ff,1,8/3/2021,0.12 ETH, , 
2262, ,221,https://rarity.tools/rumble-kong-league/view/118,118,69,56,63,33,Dark Blue,Red,White Tee,Regular,Purple Bandana,Blue Shades,Closed,,0x17a4e4aa1f87f677b6930f8c1bc6d3449181ad95,1,8/3/2021,0.1 ETH, , 
4610, ,200,https://rarity.tools/rumble-kong-league/view/119,119,71,25,44,60,Pink,Black,Tracksuit,Drool,Beanie,,Angry Scar,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
5231, ,195,https://rarity.tools/rumble-kong-league/view/120,120,34,45,60,56,Light Blue,Red,,Regular,Green Beret,,Angry Wink,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
2146, ,222,https://rarity.tools/rumble-kong-league/view/121,121,41,73,54,54,Cyan,White Noise,Fusion Gi,Saber Toothed,Blonde Bun,,Closed,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
1089, ,236,https://rarity.tools/rumble-kong-league/view/122,122,40,62,91,43,Gold,Black,Dego Tee Blooded,Scream,Blue Pigtails,,Regular,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
1691, ,227,https://rarity.tools/rumble-kong-league/view/123,123,47,65,60,55,Brown,Black,Hawaii Shirt,Missing Teeth,,,Bloodshot,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
6854, ,182,https://rarity.tools/rumble-kong-league/view/124,124,65,50,46,21,Dark Blue,Pink,Tracksuit,Ooh,Tophat,,Closed Scar,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
575, ,247,https://rarity.tools/rumble-kong-league/view/125,125,68,58,73,48,Red,Brown,Shaolin Vest,Tongue Out,,,Sad,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
920, ,239,https://rarity.tools/rumble-kong-league/view/126,126,72,39,57,71,Light Grey,Brown,Dego Tee Blooded,Regular,Beanie,,Wide Scar,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
2031, ,223,https://rarity.tools/rumble-kong-league/view/127,127,49,43,51,80,Grey,Black,Cheetah Dego Tee,Ooh,Blonde Bun,,Bloodshot,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
8760, ,161,https://rarity.tools/rumble-kong-league/view/128,128,51,38,26,46,Brown,Red,Navy Suit,Regular,,,Angry Wink,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
5362, ,194,https://rarity.tools/rumble-kong-league/view/129,129,37,58,48,51,Cyan,Black,Dego Tee Blooded,Full Beard,,,Regular,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
6854, ,182,https://rarity.tools/rumble-kong-league/view/130,130,60,20,71,31,Cyan,Grey,RKL Tee,Kiss,,,Closed,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
881, ,240,https://rarity.tools/rumble-kong-league/view/131,131,63,42,57,78,Pink,Red,,Shows Teeth,,,Sad,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
173, ,264,https://rarity.tools/rumble-kong-league/view/132,132,50,67,57,90,Light Grey,Aurora,Space Suit,Diamond Teeth,Halo,,Heterochromia,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
323, ,256,https://rarity.tools/rumble-kong-league/view/133,133,71,77,51,57,Light Grey,Pink,Navy Suit,Scream,Bowler,Vibe Glasses,Regular,,0x8d3bc45d7b30013c37c141f6ce7c981b2613efaa,0, , , , 
3092, ,213,https://rarity.tools/rumble-kong-league/view/134,134,48,31,72,62,Cyan,White Noise,Fusion Gi,Shows Teeth,Blonde Bun,,Closed Scar,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
7407, ,177,https://rarity.tools/rumble-kong-league/view/135,135,25,44,51,57,Grey,Black,Dego Tee Blooded,Ooh,Purple Bandana,,Closed Scar,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
7293, ,178,https://rarity.tools/rumble-kong-league/view/136,136,42,48,37,51,Yellow,Grey,,Shows Teeth,Ski Glasses,,Regular,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
3306, ,211,https://rarity.tools/rumble-kong-league/view/137,137,42,74,21,74,Red,Black,Navy Suit,Ooh,,,Bloodshot,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
2031, ,223,https://rarity.tools/rumble-kong-league/view/138,138,61,50,48,64,Dark Blue,Red,,Ooh,,,Regular,,0x465dca9995d6c2a81a9be80fbced5a770dee3dae,0, , , , 
2572, ,218,https://rarity.tools/rumble-kong-league/view/139,139,76,44,59,39,Red,Red,Trippy Tee,Gold Smirk,,,Wide Scar,,0x40f6a366af027ad993aebe51e77b973236ad4d5e,2,8/31/2021,1.19 ETH, , 
8341, ,167,https://rarity.tools/rumble-kong-league/view/140,140,30,44,52,41,Light Grey,Grey,Cyan Jersey,Regular,,,Sad,,0xe75c06cee0a6b854f8d0abaf5c90d4405557f353,1,8/25/2021,0.62 ETH, , 
7293,5,178,https://rarity.tools/rumble-kong-league/view/141,141,51,26,46,55,Purple,Grey,Cheetah Dego Tee,Tongue Out,RKL Cap Forward,,Bloodshot,,0x468218136d1a25ab9eeb1e8fcfce789090855880,1,8/23/2021,0.225 ETH,8/23/2021 22:24,5.0 ETH
7824,2.35,173,https://rarity.tools/rumble-kong-league/view/142,142,33,60,51,29,Red,White Noise,Monk Robe,Regular,Russian Cap,,Angry Wink,,0xb88a66748152b5ffa55073a49d17f92d9a678b59,1,8/31/2021,1.0 ETH,9/7/2021 10:56,2.35 ETH
7624, ,175,https://rarity.tools/rumble-kong-league/view/143,143,19,36,57,63,Purple,Red,,Gold Smirk,RKL Cap Sideways,,Closed,,0x8328e993824843a5348e1c1a9194925f468d7dee,4,9/5/2021,1.89 ETH, , 
2031, ,223,https://rarity.tools/rumble-kong-league/view/144,144,66,34,74,49,Grey,Pink,Hawaii Shirt,Shows Teeth,Purple Bandana,,Angry,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
6854,29.95,182,https://rarity.tools/rumble-kong-league/view/145,145,37,29,50,66,Red,Hyper Cat,Fusion Vest,Scream,Gold Horns,,Bloodshot Blue,,0x12a09ee617bbbe9026a0acf034ac58d9d671ef31,1,8/4/2021,2.95 ETH,9/21/2021 6:05,29.95 ETH
7407, ,177,https://rarity.tools/rumble-kong-league/view/146,146,44,27,53,53,Light Blue,Green,Shaolin Vest,Gold Smirk,Beanie,,Wide,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
1436, ,230,https://rarity.tools/rumble-kong-league/view/147,147,65,55,34,76,Light Grey,Black,Striped Tee,Drool,Beanie,,Wide,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
6617, ,184,https://rarity.tools/rumble-kong-league/view/148,148,63,61,33,27,Purple,Grey,Tracksuit,Kiss,King Band,,Regular,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
5362, ,194,https://rarity.tools/rumble-kong-league/view/149,149,33,76,34,51,Purple,Brown,RKL Tee,Gold Scream,,,Wide Scar,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
1031, ,237,https://rarity.tools/rumble-kong-league/view/150,150,66,66,29,76,Light Grey,Grey,Striped Tee,Tongue Out,Red Bandana,,Regular,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
2777, ,216,https://rarity.tools/rumble-kong-league/view/151,151,53,91,51,21,Gold,Green,Cyan Jersey,Gold Saber Toothed,,,Wide,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
5635, ,192,https://rarity.tools/rumble-kong-league/view/152,152,48,45,55,44,Red,Grey,Hawaii Shirt,Regular,Horse Jockey Hat,,Closed,,0xebcaaf662c35010961d5dd6ad231104c36dd2931,1,9/5/2021,1.69 ETH, , 
9589, ,143,https://rarity.tools/rumble-kong-league/view/153,153,26,24,58,35,Light Blue,White Noise,Biker Jacket,Saber Toothed,King Band,,Angry Scar,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
979, ,238,https://rarity.tools/rumble-kong-league/view/154,154,53,67,38,80,Light Grey,Black,Dego Tee Blooded,Regular,,,Angry Wink,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
2146, ,222,https://rarity.tools/rumble-kong-league/view/155,155,40,83,64,35,Light Grey,Brown,Striped Tee,Saber Toothed,,3D Glasses,Bloodshot,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
3676, ,208,https://rarity.tools/rumble-kong-league/view/156,156,49,45,53,61,Light Blue,White Noise,,Kiss,Green Beret,,Bloodshot,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
881, ,240,https://rarity.tools/rumble-kong-league/view/157,157,64,63,70,43,Dark Blue,Pink,White Tee,Regular,Beanie,,Angry,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
1691, ,227,https://rarity.tools/rumble-kong-league/view/158,158,49,46,58,74,Dark Blue,Grey,Shaolin Vest,Kiss,Russian Cap,,Angry,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
6739, ,183,https://rarity.tools/rumble-kong-league/view/159,159,53,64,40,26,Red,Grey,Fusion Gi,Regular,Blonde Bun,,Regular,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
6955, ,181,https://rarity.tools/rumble-kong-league/view/160,160,27,63,43,48,Light Blue,White Noise,Hawaii Shirt,Kiss,Bowler,,Closed,,0x3ad9f4baefe66b3ce86ab32a3ae69c87586678d6,1,9/1/2021,0.86 ETH, , 
9254, ,152,https://rarity.tools/rumble-kong-league/view/161,161,31,51,27,43,Light Blue,Red,,Drool,,,Sad,,0xada893d0a0e1d8409e91c946d3fd6e8d2d99f541,1,9/2/2021,0.858 ETH, , 
429, ,252,https://rarity.tools/rumble-kong-league/view/162,162,66,77,58,51,Gold,Black,Cheetah Dego Tee,Kiss,Red Bandana,3D Glasses,Wide Scar,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
920, ,239,https://rarity.tools/rumble-kong-league/view/163,163,57,59,55,68,Light Grey,Red,Biker Jacket,Missing Teeth,,,Angry Wink,,0xc212fc9e1a61b8400e0323fde83ed1fe359e3312,0, , , , 
6385, ,186,https://rarity.tools/rumble-kong-league/view/164,164,34,53,37,62,Cyan,Sky Blue,,Gold Smirk,King Band,,Closed,,0x512d3627e21282411faba02b717bbb76bd154127,0, , , , 
5635, ,192,https://rarity.tools/rumble-kong-league/view/165,165,36,61,60,35,Dark Blue,Brown,Shaolin Vest,Tongue Out,King Band,Blue Shades,Regular,,0x512d3627e21282411faba02b717bbb76bd154127,0, , , , 
9690, ,139,https://rarity.tools/rumble-kong-league/view/166,166,43,35,38,23,Purple,White Noise,,Regular,Winter Hat,,Regular,,0x048977752e8163ef75e71b4d526e0a36f07a6dd5,1,8/28/2021,0.585 ETH, , 
9302, ,151,https://rarity.tools/rumble-kong-league/view/167,167,54,42,31,24,Cyan,Black,,Gold Saber Toothed,RKL Cap Sideways,,Sad,,0x9cc74f47f94c6186233dd524a2b93310f21d02f8,2,9/1/2021,0.97 ETH, , 
6955, ,181,https://rarity.tools/rumble-kong-league/view/168,168,53,26,50,52,Pink,Green,Biker Jacket,Ooh,Beanie,Vibe Glasses,Angry Wink,,0xea5aebef95770e6138b01d8a24e7d1576fdb4e53,2,9/5/2021,2.0 ETH, , 
2031, ,223,https://rarity.tools/rumble-kong-league/view/169,169,58,58,69,38,Grey,Black,,Regular,,,Closed Scar,,0x9cc74f47f94c6186233dd524a2b93310f21d02f8,2,9/1/2021,1.25 ETH, , 
5635, ,192,https://rarity.tools/rumble-kong-league/view/170,170,48,44,34,66,Brown,Brown,Cheetah Dego Tee,Referee,,,Regular,,0x47d6187a7cd60123d662b115f50c0a9c6c4c9bf1,1,8/7/2021,0.72 ETH, , 
8827, ,160,https://rarity.tools/rumble-kong-league/view/171,171,44,66,38,12,Gold,Sky Blue,Cyan Jersey,Cigar,,,Sad,,0x702c4904d5ced92367368f8c48c03957016eaea6,0, , , , 
8006, ,171,https://rarity.tools/rumble-kong-league/view/172,172,49,43,31,48,Pink,Brown,Cheetah Dego Tee,Regular,Bowler,,Angry Scar,,0x217c70a564a9bc0572426fc068eff0caf70e6b41,3,8/10/2021,0.31 ETH, , 
8160,1.489,169,https://rarity.tools/rumble-kong-league/view/173,173,58,50,33,28,Yellow,Red,Red Kimono,Regular,,,Wide,,0x099a74fc7675a39fd74f75fb4ecbf3472ed9472b,2,9/22/2021,1.15 ETH,9/22/2021 18:42,1.489 ETH
1509,2.6,229,https://rarity.tools/rumble-kong-league/view/174,174,71,45,43,70,Yellow,Green,Dress,Cigar,,,Wide Scar,,0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1,1,9/18/2021,2.15 ETH,9/22/2021 3:30,2.6 ETH
3676, ,208,https://rarity.tools/rumble-kong-league/view/175,175,46,52,59,51,Light Blue,Red,Shaolin Vest,Gold Scream,RKL Cap Forward,Red Shades,Regular,,0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1,1,9/10/2021,1.75 ETH, , 
6854, ,182,https://rarity.tools/rumble-kong-league/view/176,176,47,69,32,34,Pink,Sky Blue,Biker Jacket,Full Beard,,,Closed,,0x702c4904d5ced92367368f8c48c03957016eaea6,1,9/12/2021,1.15 ETH, , 
2572, ,218,https://rarity.tools/rumble-kong-league/view/177,177,41,69,47,61,Brown,Red,Shirt And Tie,Scream,RKL Cap Sideways,Broken Glasses,Bloodshot,,0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1,0, , , , 
7293, ,178,https://rarity.tools/rumble-kong-league/view/178,178,40,32,43,63,Yellow,Sky Blue,Biker Jacket,Referee,Blonde Bun,,Angry,,0x702c4904d5ced92367368f8c48c03957016eaea6,0, , , , 
9425, ,148,https://rarity.tools/rumble-kong-league/view/179,179,46,24,59,19,Gold,Black,,Cigar,,Gold Stud,Angry,,0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1,0, , , , 
6015, ,189,https://rarity.tools/rumble-kong-league/view/180,180,36,55,43,55,Grey,Brown,Dego Tee Blooded,Referee,King Band,,Regular,,0x245f1f29317b56c187d694256cca5fcc519bbde4,1,9/4/2021,1.2 ETH, , 
2367, ,220,https://rarity.tools/rumble-kong-league/view/181,181,47,81,40,52,Red,Grey,Navy Suit,Gold Smirk,,Vibe Glasses,Closed,,0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1,0, , , , 
7624,3.5,175,https://rarity.tools/rumble-kong-league/view/182,182,29,46,46,54,Brown,Pink,Biker Jacket,Scream,Bowler,Blue Shades,Bloodshot,,0xb61c12954381065689ec849e0ab9b9037187d0f5,1,9/4/2021,1.0 ETH,9/4/2021 21:56,3.5 ETH
9391,2.84,149,https://rarity.tools/rumble-kong-league/view/183,183,35,25,41,48,Gold,Brown,,Ooh,Chopsticks Bun,,Angry Scar,,0x8f653b9a539d341615cfb8c60bd024edab6e78e8,3,8/26/2021,0.699 ETH,9/1/2021 8:13,2.84 ETH
6739, ,183,https://rarity.tools/rumble-kong-league/view/184,184,54,31,66,32,Cyan,Grey,Trippy Tee,Regular,Winter Hat,,Bloodshot,,0x042abebae0f231351c9879ae4599c03c71e2d46f,1,9/6/2021,1.7 ETH, , 
511,4.5,249,https://rarity.tools/rumble-kong-league/view/185,185,50,77,67,55,Cyan,White Noise,Striped Tee,Ooh,Blonde Bun,,Closed,,0x249595264e92ee1fee06f71f629ca83cdd11cea2,2,9/3/2021,1.9 ETH,9/7/2021 3:58,4.5 ETH
37, ,281,https://rarity.tools/rumble-kong-league/view/186,186,61,59,65,96,Light Grey,White Noise,Shirt And Tie,Scream,,,Regular,,0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1,0, , , , 
2146, ,222,https://rarity.tools/rumble-kong-league/view/187,187,69,41,80,32,Purple,Black,White Tee,Scream,Ski Glasses,Gold Stud,Angry,,0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1,0, , , , 
3889, ,206,https://rarity.tools/rumble-kong-league/view/188,188,50,56,78,22,Purple,White Noise,Trippy Tee,Scream,Green Beret,Broken Glasses,Sad,,0x8e570ee755974de773ae0149ea4e3da3f622094c,0, , , , 
920, ,239,https://rarity.tools/rumble-kong-league/view/189,189,75,57,49,58,Brown,Pink,Cheetah Dego Tee,Regular,,,Angry Wink,,0x8e570ee755974de773ae0149ea4e3da3f622094c,0, , , , 
3889, ,206,https://rarity.tools/rumble-kong-league/view/190,190,50,59,50,47,Grey,Red,Biker Jacket,Ooh,Ski Glasses,,Angry,,0x6dc6da06b2e3dae3d331b9d03e1fa5a6b18124c2,0, , , , 
5362, ,194,https://rarity.tools/rumble-kong-league/view/191,191,24,51,64,55,Purple,Sky Blue,Yellow Suit,Scream,Blonde Bun,Gold Stud,Angry Wink,,0x8e570ee755974de773ae0149ea4e3da3f622094c,0, , , , 
9856,2,129,https://rarity.tools/rumble-kong-league/view/192,192,28,40,18,43,Light Grey,Black,Navy Suit,Regular,Blonde Bun,,Bloodshot,,0x669d8770f4a24edaf223273ba8d04e654fa7a84a,2,9/8/2021,1.6 ETH,9/22/2021 17:37,2.0 ETH
9856, ,129,https://rarity.tools/rumble-kong-league/view/193,193,14,30,43,42,Dark Blue,Brown,Dego Tee Blooded,Drool,Horse Jockey Hat,,Closed,,0x56431c02a80205b2b09a9f4a45ed1143c87122c1,3,9/3/2021,0.83 ETH, , 
3191, ,212,https://rarity.tools/rumble-kong-league/view/194,194,56,63,38,55,Yellow,White Noise,White Tee,Ooh,,,Sad,,0x8e570ee755974de773ae0149ea4e3da3f622094c,0, , , , 
6385, ,186,https://rarity.tools/rumble-kong-league/view/195,195,42,43,48,53,Pink,Brown,White Tee,Tongue Out,Beanie,,Sad,,0x6dc6da06b2e3dae3d331b9d03e1fa5a6b18124c2,0, , , , 
4360, ,202,https://rarity.tools/rumble-kong-league/view/196,196,71,34,53,44,Pink,Black,Cyan Jersey,Gold Scream,,,Bloodshot,,0x6dc6da06b2e3dae3d331b9d03e1fa5a6b18124c2,0, , , , 
3191, ,212,https://rarity.tools/rumble-kong-league/view/197,197,71,46,25,70,Dark Blue,Black,RKL Tee,Regular,,,Closed Scar,,0x8e570ee755974de773ae0149ea4e3da3f622094c,0, , , , 
6505, ,185,https://rarity.tools/rumble-kong-league/view/198,198,59,33,68,25,Pink,Red,,Ooh,Winter Hat,,Wide,,0xb92c2ef83f97b006a6c2ce21e6ad9d089b4aca54,0, , , , 
8006, ,171,https://rarity.tools/rumble-kong-league/view/199,199,45,47,20,59,Red,Brown,Shirt And Tie,Shows Teeth,,,Angry,,0xb92c2ef83f97b006a6c2ce21e6ad9d089b4aca54,0, , , , 
1691, ,227,https://rarity.tools/rumble-kong-league/view/200,200,49,58,57,63,Red,Black,Biker Jacket,Gold Saber Toothed,Green Beret,,Wide,,0xe50cd5f38cfd3b9d7c0c29ae56656fcef22b89bb,1,8/1/2021,0.09 ETH, , 
615, ,246,https://rarity.tools/rumble-kong-league/view/201,201,61,70,74,41,Light Blue,Brown,Tracksuit,Kiss,Russian Cap,,Regular,,0xbc9e0d7a97d5c9e4a9db712dbf5f747fcd8ee3e0,1,7/31/2021,0.15 ETH, , 
7293, ,178,https://rarity.tools/rumble-kong-league/view/202,202,46,54,11,67,Purple,Sky Blue,Shirt And Tie,Kiss,Bowler,,Regular,,0xd5f5734795232b6f0131755475518a694b645f21,0, , , , 
2146, ,222,https://rarity.tools/rumble-kong-league/view/203,203,67,53,43,59,Dark Blue,Sky Blue,Cyan Jersey,Missing Teeth,Green Beret,,Wide Scar,,0x76c03ed5d993447bd81163347b971456b3dabcfe,0, , , , 
3562, ,209,https://rarity.tools/rumble-kong-league/view/204,204,51,60,57,41,Brown,Grey,,Ooh,Beanie,Blue Shades,Angry,,0x76c03ed5d993447bd81163347b971456b3dabcfe,0, , , , 
5231, ,195,https://rarity.tools/rumble-kong-league/view/205,205,54,49,56,36,Grey,Pink,Trippy Tee,Kiss,Cap Forward,Blue Shades,Sad,,0x76c03ed5d993447bd81163347b971456b3dabcfe,0, , , , 
5110, ,196,https://rarity.tools/rumble-kong-league/view/206,206,42,50,47,57,Brown,Pink,Cyan Jersey,Cigar,Blue Pigtails,Monocle,Angry Wink,,0x76c03ed5d993447bd81163347b971456b3dabcfe,0, , , , 
8885, ,159,https://rarity.tools/rumble-kong-league/view/207,207,26,43,35,55,Gold,Brown,,Scream,,,Closed Scar,,0x76c03ed5d993447bd81163347b971456b3dabcfe,0, , , , 
8160, ,169,https://rarity.tools/rumble-kong-league/view/208,208,47,48,37,37,Red,Hyper Cat,Robo Arm,Regular,Gold Horns,,Angry,,0x76c03ed5d993447bd81163347b971456b3dabcfe,0, , , , 
8704, ,162,https://rarity.tools/rumble-kong-league/view/209,209,55,31,44,32,Purple,Green,Striped Tee,Tongue Out,,,Closed Scar,,0x76c03ed5d993447bd81163347b971456b3dabcfe,0, , , , 
2989, ,214,https://rarity.tools/rumble-kong-league/view/210,210,60,46,54,54,Brown,Grey,Hawaii Shirt,Scream,RKL Cap Sideways,,Wide Scar,,0x76c03ed5d993447bd81163347b971456b3dabcfe,0, , , , 
1377, ,231,https://rarity.tools/rumble-kong-league/view/211,211,63,34,65,69,Red,Pink,RKL Tee,Ooh,,,Sad,,0x76c03ed5d993447bd81163347b971456b3dabcfe,0, , , , 
1509, ,229,https://rarity.tools/rumble-kong-league/view/212,212,44,72,62,51,Dark Blue,Black,,Regular,,Blue Shades,Angry,,0x207421389dc404edec12b1c51b368e3a9783281f,0, , , , 
8885, ,159,https://rarity.tools/rumble-kong-league/view/213,213,27,53,57,22,Light Grey,Black,Trippy Tee,Drool,,Blue Shades,Wide,,0x207421389dc404edec12b1c51b368e3a9783281f,0, , , , 
1315, ,232,https://rarity.tools/rumble-kong-league/view/214,214,64,56,54,58,Gold,Pink,White Tee,Shows Teeth,,,Sad,,0x6a91b82a9abd58963b164d01cbf793cf60c089fd,2,8/11/2021,0.55 ETH, , 
5499,8,193,https://rarity.tools/rumble-kong-league/view/215,215,34,24,47,88,Yellow,Sky Blue,Shaolin Vest,Drool,Blonde Bun,Broken Glasses,Sad,,0x35e30af8f8d1f8d5d0a908cc2700ff00d73eba38,0, , ,9/16/2021 15:10,8.0 ETH
7293, ,178,https://rarity.tools/rumble-kong-league/view/216,216,41,46,39,52,Dark Blue,White Noise,Yellow Suit,Gold Saber Toothed,,,Angry,,0x35e30af8f8d1f8d5d0a908cc2700ff00d73eba38,1,9/16/2021,1.15 ETH, , 
7824, ,173,https://rarity.tools/rumble-kong-league/view/217,217,49,20,42,62,Brown,Sky Blue,Cyan Jersey,Ooh,,,Bloodshot,,0x07d5bc6406b10f7b9ee96dc958fe4048c96fb00a,0, , , , 
2367, ,220,https://rarity.tools/rumble-kong-league/view/218,218,51,41,71,57,Pink,Green,Shaolin Vest,Regular,,Vibe Glasses,Regular,,0x07d5bc6406b10f7b9ee96dc958fe4048c96fb00a,0, , , , 
6149, ,188,https://rarity.tools/rumble-kong-league/view/219,219,63,45,35,45,Yellow,Aurora,Mamba Jersey,Scream,Crown,,Angry,,0x07d5bc6406b10f7b9ee96dc958fe4048c96fb00a,0, , , , 
8626, ,163,https://rarity.tools/rumble-kong-league/view/220,220,28,55,35,45,Purple,White Noise,Red Kimono,Scream,Blonde Bun,,Angry,,0x07d5bc6406b10f7b9ee96dc958fe4048c96fb00a,0, , , , 
4360, ,202,https://rarity.tools/rumble-kong-league/view/221,221,75,41,45,41,Purple,Black,Tracksuit,Shows Teeth,Red Bandana,,Angry Wink,,0x07d5bc6406b10f7b9ee96dc958fe4048c96fb00a,0, , , , 
1852, ,225,https://rarity.tools/rumble-kong-league/view/222,222,53,75,35,62,Pink,Sky Blue,Tracksuit,Regular,,,Wide,,0xd3a271c90456060851b9f689214ac9db2d3767ba,1,8/25/2021,0.8 ETH, , 
173, ,264,https://rarity.tools/rumble-kong-league/view/223,223,84,60,57,63,Gold,Red,Navy Suit,Missing Teeth,Winter Hat,Blue Shades,Regular,,0xb7cbcb163964ef28bb616c803541543b85e6a6e3,1,8/6/2021,1.3 ETH, , 
9779, ,134,https://rarity.tools/rumble-kong-league/view/224,224,55,24,26,29,Yellow,Black,White Tee,Ooh,Winter Hat,,Closed,,0x2be212b27fd720eddbcd0e847f281e04d73ea4fa,4,9/4/2021,0.95 ETH, , 
5110, ,196,https://rarity.tools/rumble-kong-league/view/225,225,55,42,54,45,Purple,Black,Striped Tee,Gold Saber Toothed,RKL Cap Forward,,Regular,,0x4fa1c64d5918c931f928def22af626ec180ead6d,2,9/2/2021,1.03 ETH, , 
8405,30,166,https://rarity.tools/rumble-kong-league/view/226,226,33,49,46,38,Grey,Crystal,Fusion Vest,Shows Teeth,,Nose Ring,Bloodshot Blue,,0x40fb8a2652f6b8f41e03f7cd830c3cffa46dfa1f,3,8/6/2021,5.0 ETH,9/20/2021 4:09,30.0 ETH
8405, ,166,https://rarity.tools/rumble-kong-league/view/227,227,35,54,19,58,Dark Blue,Red,Shirt And Tie,Regular,Chopsticks Bun,Red Shades,Regular,,0x29458f736833e336b4209b4514685f3dd98fb4a6,1,8/3/2021,0.099 ETH, , 
5890, ,190,https://rarity.tools/rumble-kong-league/view/228,228,40,55,55,40,Pink,Sky Blue,Cheetah Dego Tee,Scream,,Blue Shades,Sad,,0x5caa533b1bb4cabc15f26d4fc7c549a27421ebfa,2,8/7/2021,0.54 ETH, , 
7824, ,173,https://rarity.tools/rumble-kong-league/view/229,229,66,26,35,46,Cyan,Red,,Kiss,RKL Cap Sideways,,Closed,,0xe568ca143592df06a7eabfd4d9d563f1289dc607,0, , , , 
7929, ,172,https://rarity.tools/rumble-kong-league/view/230,230,50,33,38,51,Light Blue,Brown,Tracksuit,Kiss,,,Regular,,0xdbd1cdd5b56c75a66c85a874682499b6cd49d51b,2,8/27/2021,0.5 ETH, , 
5231, ,195,https://rarity.tools/rumble-kong-league/view/231,231,23,95,57,20,Yellow,White Noise,White Tee,Regular,Beanie,,Regular,,0xc9130a754151b1d06fcfd2a5fe1663bcb58b9def,2,8/3/2021,0.5 ETH, , 
5110, ,196,https://rarity.tools/rumble-kong-league/view/232,232,71,36,56,33,Grey,Black,Red Kimono,Ooh,,,Bloodshot,,0x82e8e9e21275861fb0733d654dba0f1680da99ec,4,9/15/2021,1.65 ETH, , 
1377, ,231,https://rarity.tools/rumble-kong-league/view/233,233,44,43,59,85,Red,Brown,Cheetah Dego Tee,Scream,,,Angry,,0xe50cd5f38cfd3b9d7c0c29ae56656fcef22b89bb,1,8/1/2021,0.08948885952142346 ETH, , 
1852, ,225,https://rarity.tools/rumble-kong-league/view/234,234,59,47,43,76,Red,White Noise,Red Kimono,Ooh,Cap Forward,,Sad,,0x0ba1559eb4988b2f1d21980ed8da975db334067b,2,8/5/2021,0.24 ETH, , 
